frame_index,filename,ros_sec,ros_nanosec,timestamp_ns,timestamp_s,robot_x_m,robot_y_m,displacement_m
53,frame_000053_15247000000.png,15,247000000,15247000000,15.247,0.5877622638060204,0.0024194248816977746,0.5877622638060205
54,frame_000054_15280000000.png,15,280000000,15280000000,15.28,0.5968667437793781,0.0024779754375856425,0.5968667437793782
55,frame_000055_15313000000.png,15,313000000,15313000000,15.313,0.6151066519076301,0.0025954327316386806,0.6151066519076303
56,frame_000056_15346000000.png,15,346000000,15346000000,15.346,0.6333822369616245,0.0027133318012571594,0.6333822369616247
57,frame_000057_15379000000.png,15,379000000,15379000000,15.379,0.6516868630646171,0.002831641477171654,0.6516868630646172
58,frame_000058_15412000000.png,15,412000000,15412000000,15.412,0.6608480721995924,0.0028909426316815626,0.6608480721995925
59,frame_000059_15445000000.png,15,445000000,15445000000,15.445,0.6791845581394421,0.003009825209271376,0.6791845581394422
60,frame_000060_15478000000.png,15,478000000,15478000000,15.478,0.6883584616272852,0.003069402381109196,0.6883584616272853
61,frame_000061_15511000000.png,15,511000000,15511000000,15.511,0.706714490698329,0.003188818951584233,0.7067144906983291
62,frame_000062_15544000000.png,15,544000000,15544000000,15.544,0.7250779159534665,0.003308573280666142,0.7250779159534666
63,frame_000063_15577000000.png,15,577000000,15577000000,15.577,0.7342612534501671,0.003368572717067908,0.7342612534501672
64,frame_000064_15610000000.png,15,610000000,15610000000,15.61,0.7526293221742559,0.003488807183774628,0.752629322174256
65,frame_000065_15643000000.png,15,643000000,15643000000,15.643,0.7709973425167468,0.0036093432399054784,0.7709973425167469
66,frame_000066_15676000000.png,15,676000000,15676000000,15.676,0.7801807915120426,0.003669719409761234,0.7801807915120427
67,frame_000067_15709000000.png,15,709000000,15709000000,15.709,0.7985458487162378,0.0037906774740517858,0.7985458487162379
68,frame_000068_15742000000.png,15,742000000,15742000000,15.742,0.8169079234767592,0.003911894923668016,0.8169079234767593
69,frame_000069_15775000000.png,15,775000000,15775000000,15.775,0.8260877637606502,0.003972595088281349,0.8260877637606503
70,frame_000070_15808000000.png,15,808000000,15808000000,15.808,0.8444451249690437,0.004094166199164501,0.8444451249690438
71,frame_000071_15841000000.png,15,841000000,15841000000,15.841,0.8627997338329787,0.00421594854377913,0.8627997338329788
72,frame_000072_15874000000.png,15,874000000,15874000000,15.874,0.8811522069794895,0.004337922232052222,0.8811522069794896
73,frame_000073_15907000000.png,15,907000000,15907000000,15.907,0.8903278797764146,0.004398974665495519,0.8903278797764147
74,frame_000074_15940000000.png,15,940000000,15940000000,15.94,0.9086786185323893,0.004521198665688147,0.9086786185323894
75,frame_000075_15973000000.png,15,973000000,15973000000,15.973,0.9178538975632188,0.0045823655704805176,0.9178538975632189
76,frame_000076_16006000000.png,16,6000000,16006000000,16.006,0.9362047955031968,0.004704798034215153,0.9362047955031969
77,frame_000077_16039000000.png,16,39000000,16039000000,16.039,0.9453806109267132,0.00476605936590555,0.9453806109267133
78,frame_000078_16072000000.png,16,72000000,16072000000,16.072,0.9637334211749826,0.004888662340935187,0.9637334211749827
79,frame_000079_16138000000.png,16,138000000,16138000000,16.138,0.9912666955135427,0.005072740856500016,0.9912666955135429
80,frame_000080_16171000000.png,16,171000000,16171000000,16.171,1.000445771616721,0.005134140377354715,1.0004457716167212
81,frame_000081_16204000000.png,16,204000000,16204000000,16.204,1.018806144851928,0.005256991108431638,1.0188061448519283
82,frame_000082_16237000000.png,16,237000000,16237000000,16.237,1.0371696297440574,0.005379902890340064,1.0371696297440576
83,frame_000083_16270000000.png,16,270000000,16270000000,16.27,1.0555362877560897,0.005502867658733482,1.0555362877560899
84,frame_000084_16303000000.png,16,303000000,16303000000,16.303,1.0647207921599031,0.005564367800116506,1.0647207921599033
85,frame_000085_16336000000.png,16,336000000,16336000000,16.336,1.0830920647774012,0.005687400122621335,1.0830920647774014
86,frame_000086_16369000000.png,16,369000000,16369000000,16.369,1.101466176710136,0.005810471437375231,1.1014661767101361
87,frame_000087_16402000000.png,16,402000000,16402000000,16.402,1.1106542142080973,0.005872020577575025,1.1106542142080975
88,frame_000088_16435000000.png,16,435000000,16435000000,16.435,1.1290320582953892,0.005995144070258771,1.1290320582953894
89,frame_000089_16468000000.png,16,468000000,16468000000,16.468,1.1474119798234912,0.0061182994275014915,1.1474119798234914
90,frame_000090_16501000000.png,16,501000000,16501000000,16.501,1.1657936295522398,0.006241485110979454,1.16579362955224
91,frame_000091_16534000000.png,16,534000000,16534000000,16.534,1.1749849935621783,0.006303088984856469,1.1749849935621786
92,frame_000092_16567000000.png,16,567000000,16567000000,16.567,1.1933685899388808,0.0064263183242115034,1.193368589938881
93,frame_000093_16600000000.png,16,600000000,16600000000,16.6,1.2117530826290213,0.006549576011993185,1.2117530826290215
94,frame_000094_16633000000.png,16,633000000,16633000000,16.633,1.2209455747464377,0.006611215360987987,1.220945574746438
95,frame_000095_16666000000.png,16,666000000,16666000000,16.666,1.2393308908300034,0.006734514868490943,1.2393308908300036
96,frame_000096_16699000000.png,16,699000000,16699000000,16.699,1.2485236587601143,0.006796174952706435,1.2485236587601145
97,frame_000097_16732000000.png,16,732000000,16732000000,16.732,1.2669092947709453,0.006919515588943268,1.2669092947709455
98,frame_000098_16765000000.png,16,765000000,16765000000,16.765,1.2852949368091038,0.007042883227331706,1.285294936809104
99,frame_000099_16798000000.png,16,798000000,16798000000,16.798000000000002,1.3036804690097084,0.007166277459383362,1.3036804690097086
100,frame_000100_16831000000.png,16,831000000,16831000000,16.831,1.3128731686269866,0.0072279843966363035,1.3128731686269868
101,frame_000101_16864000000.png,16,864000000,16864000000,16.864,1.3312584039922937,0.00735141755885214,1.331258403992294
102,frame_000102_16897000000.png,16,897000000,16897000000,16.897,1.3404509333507013,0.0074131436244855116,1.3404509333507015
103,frame_000103_16930000000.png,16,930000000,16930000000,16.93,1.3680281648583281,0.0075983586935612765,1.3680281648583283
104,frame_000104_16963000000.png,16,963000000,16963000000,16.963,1.3772204636183036,0.007660109018794091,1.3772204636183039
105,frame_000105_16996000000.png,16,996000000,16996000000,16.996,1.3864127127667274,0.007721865159186059,1.3864127127667276
106,frame_000106_17029000000.png,17,29000000,17029000000,17.029,1.4047970828456997,0.007845394463413303,1.4047970828457
107,frame_000107_17062000000.png,17,62000000,17062000000,17.062,1.4231813213488178,0.007968945753758287,1.423181321348818
108,frame_000108_17095000000.png,17,95000000,17095000000,17.095,1.4323734071302312,0.008030729377412085,1.4323734071302314
109,frame_000109_17128000000.png,17,128000000,17128000000,17.128,1.4507575442241087,0.008154312059890974,1.450757544224109
110,frame_000110_17161000000.png,17,161000000,17161000000,17.161,1.4691416772884662,0.008277914655245583,1.4691416772884665
111,frame_000111_17194000000.png,17,194000000,17194000000,17.194,1.4783337570517463,0.008339723182161725,1.4783337570517465
112,frame_000112_17227000000.png,17,227000000,17227000000,17.227,1.496717969264237,0.008463354252428716,1.4967179692642372
113,frame_000113_17260000000.png,17,260000000,17260000000,17.26,1.5059101108444637,0.00852517663254894,1.505910110844464
114,frame_000114_17293000000.png,17,293000000,17293000000,17.293,1.5334867215586152,0.008710670273251463,1.5334867215586154
115,frame_000115_17326000000.png,17,326000000,17326000000,17.326,1.5426789962570553,0.008772510104847473,1.5426789962570555
116,frame_000116_17359000000.png,17,359000000,17359000000,17.359,1.551871309747752,0.00883435415035724,1.5518713097477521
117,frame_000117_17392000000.png,17,392000000,17392000000,17.392,1.5702560572395257,0.008958054690297064,1.5702560572395259
118,frame_000118_17425000000.png,17,425000000,17425000000,17.425,1.5886409675606306,0.009081771554650071,1.5886409675606308
119,frame_000119_17458000000.png,17,458000000,17458000000,17.458,1.5978334829798042,0.00914363602247256,1.5978334829798044
120,frame_000120_17491000000.png,17,491000000,17491000000,17.491,1.6162186294994447,0.009267376893818048,1.616218629499445
121,frame_000121_17524000000.png,17,524000000,17524000000,17.524,1.634603920350866,0.009391133542530222,1.6346039203508662
122,frame_000122_17557000000.png,17,557000000,17557000000,17.557,1.6437966153183592,0.009453017744603337,1.6437966153183594
123,frame_000123_17590000000.png,17,590000000,17590000000,17.59,1.6621820937116427,0.009576797851770577,1.662182093711643
124,frame_000124_17623000000.png,17,623000000,17623000000,17.623,1.6805676747417986,0.009700593520781566,1.6805676747417988
125,frame_000125_17656000000.png,17,656000000,17656000000,17.656,1.6897604978468117,0.009762497182337909,1.689760497846812
126,frame_000126_17689000000.png,17,689000000,17689000000,17.689,1.7081461974965946,0.009886316155176093,1.7081461974965948
127,frame_000127_17722000000.png,17,722000000,17722000000,17.722,1.7265319533800896,0.010010150667211419,1.7265319533800898
128,frame_000128_17755000000.png,17,755000000,17755000000,17.755,1.7357248471075886,0.01007207375531402,1.7357248471075888
129,frame_000129_17788000000.png,17,788000000,17788000000,17.788,1.7541106565287217,0.010195931608757756,1.754110656528722
130,frame_000130_17821000000.png,17,821000000,17821000000,17.821,1.7633035687819225,0.010257866379639515,1.7633035687819227
131,frame_000131_17854000000.png,17,854000000,17854000000,17.854,1.7908823181544442,0.01044369410114483,1.7908823181544444
132,frame_000132_17887000000.png,17,887000000,17887000000,17.887,1.8000752348279692,0.010505644485628922,1.8000752348279694
133,frame_000133_17920000000.png,17,920000000,17920000000,17.92,1.8092681499969336,0.01056759877843048,1.8092681499969339
134,frame_000134_17953000000.png,17,953000000,17953000000,17.953,1.8276539729886065,0.010691519093135527,1.8276539729886068
135,frame_000135_17986000000.png,17,986000000,17986000000,17.986,1.8460397828373774,0.010815455048536739,1.8460397828373776
136,frame_000136_18019000000.png,18,19000000,18019000000,18.019,1.855232682051092,0.010877428890396312,1.8552326820510923
137,frame_000137_18052000000.png,18,52000000,18052000000,18.052,1.873618468464634,0.011001388296144292,1.8736184684646342
138,frame_000138_18085000000.png,18,85000000,18085000000,18.085,1.8920042391483507,0.011125363317731599,1.892004239148351
139,frame_000139_18118000000.png,18,118000000,18118000000,18.118,1.9011971189829555,0.011187356677924082,1.9011971189829557
140,frame_000140_18151000000.png,18,151000000,18151000000,18.151,1.9287757396957976,0.01137336011711014,1.9287757396957979
141,frame_000141_18184000000.png,18,184000000,18184000000,18.184,1.937968608128414,0.011435369037474722,1.9379686081284142
142,frame_000142_18217000000.png,18,217000000,18217000000,18.217,1.9471614746143038,0.011497381838293129,1.947161474614304
143,frame_000143_18250000000.png,18,250000000,18250000000,18.25,1.9747400663143233,0.01168344348279101,1.9747400663143235
144,frame_000144_18283000000.png,18,283000000,18283000000,18.283,1.983932928919897,0.011745471764707987,1.9839329289198973
145,frame_000145_18316000000.png,18,316000000,18316000000,18.316,1.9931257914955391,0.011807503906837317,1.9931257914955394
